file,method,n,supported_answer_rate,wrong_confident_rate,appropriate_warning_rate,appropriate_abstention_rate,over_abstention_rate,parse_error_rate
exact_match_rag_bge-small-en-v1.5_gpt-oss-120b.csv,exact_match,449,0.44320712694877507,0.07126948775055679,0.0,0.47438752783964366,0.011135857461024499,0.0
risk_match_rag_bge-small-en-v1.5_gpt-oss-120b.csv,risk,449,0.44320712694877507,0.09799554565701558,0.008908685968819599,0.42316258351893093,0.026726057906458798,0.0
graph_match_rag_bge-small-en-v1.5_gpt-oss-120b.csv,graph_match,449,0.35634743875278396,0.10467706013363029,0.0022271714922048997,0.5189309576837416,0.017817371937639197,0.0
granularity_match_rag_bge-small-en-v1.5_gpt-oss-120b.csv,granularity,449,0.4209354120267261,0.1447661469933185,0.004454342984409799,0.40979955456570155,0.0200445434298441,0.0
